settlement_id,payment_id,gross_amount,fee,tax,refund_amount,settlement_amount,currency,settlement_date,utr,status
setl_000000239,pay_000000239,12000.59,240.01,43.20,0.00,11717.38,INR,2026-08-27,SBIN3421980125,processed
setl_000000240,pay_000000240,899.05,17.98,3.24,0.00,877.83,INR,2026-08-23,HDFC4203205881,processed
setl_000000241,pay_000000241,499.36,9.99,1.80,0.00,487.57,INR,2026-08-23,HDFC9305502799,processed
setl_000000242,pay_000000242,7500.48,150.01,27.00,0.00,7323.47,INR,2026-08-23,SBIN9123215994,processed
setl_000000243,pay_000000243,12000.50,240.01,43.20,0.00,11717.29,INR,2026-08-25,AXIS1509525588,processed
setl_000000244,pay_000000244,7500.86,150.02,27.00,0.00,7323.84,INR,2026-08-28,HDFC9497552788,processed
setl_000000245,pay_000000245,1250.35,25.01,4.50,0.00,1220.84,INR,2026-08-20,ICICI7273337794,processed
setl_000000246,pay_000000246,899.12,17.98,3.24,0.00,877.90,INR,2026-08-26,HDFC2033653860,processed
setl_000000247,pay_000000247,1999.69,39.99,7.20,0.00,1952.50,INR,2026-08-20,HDFC7022683808,processed
setl_000000248,pay_000000248,2000.18,40.00,7.20,0.00,1952.98,INR,2026-08-27,KKBK2377246195,processed
setl_000000249,pay_000000249,12000.63,240.01,43.20,0.00,11717.42,INR,2026-08-17,HDFC8210176888,processed
setl_000000250,pay_000000250,4999.19,99.98,18.00,0.00,4881.21,INR,2026-08-21,AXIS8285589122,processed
setl_000000251,pay_000000251,7500.07,150.00,27.00,0.00,7323.07,INR,2026-08-25,ICICI4039019230,processed
setl_000000252,pay_000000252,899.57,17.99,3.24,0.00,878.34,INR,2026-08-30,AXIS6168291913,processed
setl_000000253,pay_000000253,899.24,17.98,3.24,0.00,878.02,INR,2026-08-29,SBIN3589530484,processed
setl_000000254,pay_000000254,1999.24,39.98,7.20,0.00,1952.06,INR,2026-08-28,AXIS4904100195,processed
setl_000000255,pay_000000255,4999.30,99.99,18.00,0.00,4881.31,INR,2026-08-25,KKBK4022663059,processed
setl_000000256,pay_000000256,3499.65,69.99,12.60,0.00,3417.06,INR,2026-08-24,AXIS6619630925,processed
setl_000000257,pay_000000257,3499.40,69.99,12.60,0.00,3416.81,INR,2026-08-23,AXIS4927019611,processed
setl_000000258,pay_000000258,1250.25,25.00,4.50,0.00,1220.75,INR,2026-08-22,HDFC7088451458,processed
setl_000000259,pay_000000259,7500.58,150.01,27.00,0.00,7323.57,INR,2026-08-19,AXIS8823677798,processed
setl_000000260,pay_000000260,12000.04,240.00,43.20,0.00,11716.84,INR,2026-08-30,SBIN5111301175,processed
setl_000000261,pay_000000261,899.90,18.00,3.24,0.00,878.66,INR,2026-08-19,SBIN3708842947,processed
setl_000000262,pay_000000262,7500.02,150.00,27.00,0.00,7323.02,INR,2026-08-17,KKBK9215204939,processed
setl_000000263,pay_000000263,12000.36,240.01,43.20,0.00,11717.15,INR,2026-08-17,KKBK8396761430,processed
setl_000000264,pay_000000264,1999.79,40.00,7.20,0.00,1952.59,INR,2026-08-25,ICICI1639509845,processed
setl_000000265,pay_000000265,4999.58,99.99,18.00,0.00,4881.59,INR,2026-08-26,SBIN5634352383,processed
setl_000000266,pay_000000266,899.51,17.99,3.24,0.00,878.28,INR,2026-08-23,HDFC4262396395,processed
setl_000000267,pay_000000267,899.63,17.99,3.24,0.00,878.40,INR,2026-08-30,HDFC4018696945,processed
setl_000000268,pay_000000268,1999.27,39.99,7.20,0.00,1952.08,INR,2026-08-30,HDFC4947728706,processed
setl_000000269,pay_000000269,1250.40,25.01,4.50,0.00,1220.89,INR,2026-08-17,HDFC3826557688,processed
setl_000000270,pay_000000270,2000.20,40.00,7.20,0.00,1953.00,INR,2026-08-26,SBIN4989487508,processed
setl_000000271,pay_000000271,1250.88,25.02,4.50,0.00,1221.36,INR,2026-08-28,KKBK6719736115,processed
setl_000000272,pay_000000272,4999.99,100.00,18.00,0.00,4881.99,INR,2026-08-22,SBIN5621463184,processed
setl_000000273,pay_000000273,3499.70,69.99,12.60,0.00,3417.11,INR,2026-08-23,SBIN3107125807,processed
setl_000000274,pay_000000274,2000.19,40.00,7.20,0.00,1952.99,INR,2026-08-23,KKBK1315708805,processed
setl_000000275,pay_000000275,2000.56,40.01,7.20,0.00,1953.35,INR,2026-08-22,HDFC1393077279,processed
setl_000000276,pay_000000276,499.11,9.98,1.80,0.00,487.33,INR,2026-08-22,SBIN2752536389,processed
setl_000000277,pay_000000277,4999.99,100.00,18.00,0.00,4881.99,INR,2026-08-18,HDFC6548442140,processed
setl_000000278,pay_000000278,1250.17,25.00,4.50,0.00,1220.67,INR,2026-08-21,ICICI8238377072,processed
setl_000000279,pay_000000279,4999.38,99.99,18.00,0.00,4881.39,INR,2026-08-24,ICICI7161887665,processed
setl_000000280,pay_000000280,899.17,17.98,3.24,250.00,627.95,INR,2026-08-21,SBIN6134840512,processed
setl_000000281,pay_000000281,4999.83,100.00,18.00,0.00,4881.83,INR,2026-08-26,AXIS7185710340,processed
setl_000000282,pay_000000282,1250.50,25.01,4.50,0.00,1220.99,INR,2026-08-22,ICICI7352298473,processed
setl_000000283,pay_000000283,2000.50,40.01,7.20,0.00,1953.29,INR,2026-08-22,ICICI6694638039,processed
setl_000000284,pay_000000284,1999.56,39.99,7.20,0.00,1952.37,INR,2026-08-29,KKBK8418324922,processed
setl_000000285,pay_000000285,1250.81,25.02,4.50,0.00,1221.29,INR,2026-08-21,SBIN8185384294,processed
setl_000000286,pay_000000286,7500.74,150.01,27.00,0.00,7323.73,INR,2026-08-23,SBIN5612645121,processed
setl_000000287,pay_000000287,899.98,18.00,3.24,0.00,878.74,INR,2026-08-20,AXIS4927323476,processed
setl_000000288,pay_000000288,4999.96,100.00,18.00,0.00,4881.96,INR,2026-08-22,KKBK9780187424,processed
setl_000000289,pay_000000289,7500.47,150.01,27.00,0.00,7323.46,INR,2026-08-23,ICICI3470617247,processed
setl_000000290,pay_000000290,2000.53,40.01,7.20,0.00,1953.32,INR,2026-08-18,HDFC3073486033,processed
setl_000000291,pay_000000291,7500.12,150.00,27.00,0.00,7323.12,INR,2026-08-24,AXIS7369118672,processed
setl_000000292,pay_000000292,1999.66,39.99,7.20,0.00,1952.47,INR,2026-08-19,HDFC4436189121,processed
setl_000000293,pay_000000293,4999.50,99.99,18.00,0.00,4881.51,INR,2026-08-17,SBIN1792214339,processed
setl_000000294,pay_000000294,1999.26,39.99,7.20,0.00,1952.07,INR,2026-08-21,SBIN2670036982,processed
setl_000000295,pay_000000295,3499.25,69.98,12.60,0.00,3416.67,INR,2026-08-24,KKBK6097953682,processed
setl_000000296,pay_000000296,4999.75,100.00,18.00,0.00,4881.75,INR,2026-08-18,AXIS7858937483,processed
setl_000000297,pay_000000297,1250.40,25.01,4.50,0.00,1220.89,INR,2026-08-18,AXIS3534753843,processed
setl_000000298,pay_000000298,4999.76,100.00,18.00,0.00,4881.76,INR,2026-08-19,ICICI7488943393,processed
setl_000000299,pay_000000299,12000.21,240.00,43.20,0.00,11717.01,INR,2026-08-24,KKBK5294535887,processed
setl_000000300,pay_000000300,3499.01,69.98,12.60,0.00,3416.43,INR,2026-08-24,SBIN3660345628,processed
setl_000000301,pay_000000301,4999.87,100.00,18.00,0.00,4881.87,INR,2026-08-24,KKBK8099880573,processed
setl_000000302,pay_000000302,1999.37,39.99,7.20,0.00,1952.18,INR,2026-08-17,HDFC3428365056,processed
setl_000000303,pay_000000303,899.34,17.99,3.24,0.00,878.11,INR,2026-08-29,SBIN3193894984,processed
setl_000000304,pay_000000304,1999.38,39.99,7.20,0.00,1952.19,INR,2026-08-30,HDFC2826025489,processed
setl_000000305,pay_000000305,1999.26,39.99,7.20,0.00,1952.07,INR,2026-08-29,HDFC5269015757,processed
setl_000000306,pay_000000306,1250.78,25.02,4.50,0.00,1221.26,INR,2026-08-19,KKBK8012696455,processed
setl_000000307,pay_000000307,3499.90,70.00,12.60,0.00,3417.30,INR,2026-08-21,KKBK3313993297,processed
setl_000000308,pay_000000308,4999.07,99.98,18.00,500.00,4381.09,INR,2026-08-21,KKBK1408988968,processed
setl_000000309,pay_000000309,4999.62,99.99,18.00,0.00,4881.63,INR,2026-08-19,AXIS4558302256,processed
setl_000000310,pay_000000310,899.51,17.99,3.24,0.00,878.28,INR,2026-08-25,SBIN2941289685,processed
setl_000000311,pay_000000311,7500.81,150.02,27.00,0.00,7323.79,INR,2026-08-27,SBIN4147025728,processed
setl_000000312,pay_000000312,2000.41,40.01,7.20,0.00,1953.20,INR,2026-08-30,SBIN6204862411,processed
setl_000000313,pay_000000313,499.05,9.98,1.80,0.00,487.27,INR,2026-08-18,SBIN8680705725,processed
setl_000000314,pay_000000314,499.54,9.99,1.80,0.00,487.75,INR,2026-08-20,ICICI7190276026,processed
setl_000000315,pay_000000315,3499.32,69.99,12.60,0.00,3416.73,INR,2026-08-18,AXIS9990826771,processed
setl_000000316,pay_000000316,4999.83,100.00,18.00,0.00,4881.83,INR,2026-08-18,AXIS4243697409,processed
setl_000000317,pay_000000317,12000.87,240.02,43.20,0.00,11717.65,INR,2026-08-24,ICICI3549834042,processed
setl_000000318,pay_000000318,7500.09,150.00,27.00,0.00,7323.09,INR,2026-08-20,SBIN3980840461,processed
setl_000000319,pay_000000319,1250.48,25.01,4.50,0.00,1220.97,INR,2026-08-29,AXIS9078786223,processed
setl_000000320,pay_000000320,1250.56,25.01,4.50,0.00,1221.05,INR,2026-08-22,KKBK9626333315,processed
setl_000000321,pay_000000321,1999.11,39.98,7.20,0.00,1951.93,INR,2026-08-18,KKBK8243746556,processed
setl_000000322,pay_000000322,2000.82,40.02,7.20,0.00,1953.60,INR,2026-08-18,SBIN1600566083,processed
setl_000000323,pay_000000323,12000.77,240.02,43.20,0.00,11717.55,INR,2026-08-25,HDFC2295574037,processed
setl_000000324,pay_000000324,4999.14,99.98,18.00,0.00,4881.16,INR,2026-08-20,HDFC6322929387,processed
setl_000000325,pay_000000325,3499.16,69.98,12.60,0.00,3416.58,INR,2026-08-23,HDFC9533595495,processed
setl_000000326,pay_000000326,899.02,17.98,3.24,0.00,877.80,INR,2026-08-26,ICICI8570850267,processed
setl_000000327,pay_000000327,4999.89,100.00,18.00,0.00,4881.89,INR,2026-08-23,HDFC8589679668,processed
setl_000000328,pay_000000328,1999.19,39.98,7.20,0.00,1952.01,INR,2026-08-25,AXIS9929329605,processed
setl_000000329,pay_000000329,499.31,9.99,1.80,0.00,487.52,INR,2026-08-18,SBIN4635552887,processed
setl_000000330,pay_000000330,899.01,17.98,3.24,0.00,877.79,INR,2026-08-28,HDFC4181102664,processed
setl_000000331,pay_000000331,1250.47,25.01,4.50,0.00,1220.96,INR,2026-08-19,AXIS8390631634,processed
setl_000000332,pay_000000332,12000.08,240.00,43.20,0.00,11716.88,INR,2026-08-21,HDFC7138902282,processed
setl_000000333,pay_000000333,7500.72,150.01,27.00,0.00,7323.71,INR,2026-08-19,KKBK2546720356,processed
setl_000000334,pay_000000334,12000.00,240.00,43.20,0.00,11716.80,INR,2026-08-17,KKBK1495354059,processed
setl_000000335,pay_000000335,1250.04,25.00,4.50,0.00,1220.54,INR,2026-08-25,SBIN4952342924,processed
setl_000000336,pay_000000336,899.73,17.99,3.24,0.00,878.50,INR,2026-08-22,SBIN6669078244,processed
setl_000000337,pay_000000337,4999.08,99.98,18.00,0.00,4881.10,INR,2026-08-24,KKBK5215140451,processed
setl_000000338,pay_000000338,3499.25,69.98,12.60,0.00,3416.67,INR,2026-08-21,KKBK2961709893,processed
setl_000000339,pay_000000339,7500.98,150.02,27.00,0.00,7323.96,INR,2026-08-29,ICICI7287517250,processed
setl_000000340,pay_000000340,12000.44,240.01,43.20,0.00,11717.23,INR,2026-08-27,SBIN1102693781,processed
setl_000000341,pay_000000341,899.26,17.99,3.24,0.00,878.03,INR,2026-08-25,SBIN8418332121,processed
setl_000000342,pay_000000342,899.05,17.98,3.24,0.00,877.83,INR,2026-08-20,ICICI8351491401,processed
setl_000000343,pay_000000343,12000.17,240.00,43.20,0.00,11716.97,INR,2026-08-27,HDFC3494390866,processed
setl_000000344,pay_000000344,2000.40,40.01,7.20,0.00,1953.19,INR,2026-08-29,ICICI6311894154,processed
setl_000000345,pay_000000345,1999.17,39.98,7.20,0.00,1951.99,INR,2026-08-29,AXIS2003352579,processed
setl_000000346,pay_000000346,4999.15,99.98,18.00,0.00,4881.17,INR,2026-08-25,SBIN7296658772,processed
setl_000000347,pay_000000347,1250.87,25.02,4.50,0.00,1221.35,INR,2026-08-21,SBIN1515024824,processed
setl_000000348,pay_000000348,1999.45,39.99,7.20,0.00,1952.26,INR,2026-08-23,AXIS1637045876,processed
setl_000000349,pay_000000349,7500.13,150.00,27.00,0.00,7323.13,INR,2026-08-29,ICICI2073108894,processed
setl_000000350,pay_000000350,4999.47,99.99,18.00,0.00,4881.48,INR,2026-08-27,ICICI1561417687,processed
setl_000000351,pay_000000351,899.25,17.98,3.24,0.00,878.03,INR,2026-08-27,AXIS1322067505,processed
setl_000000352,pay_000000352,7500.06,150.00,27.00,0.00,7323.06,INR,2026-08-19,AXIS1526252306,processed
setl_000000353,pay_000000353,1250.45,25.01,4.50,0.00,1220.94,INR,2026-08-20,SBIN8229344434,processed
setl_000000354,pay_000000354,1999.82,40.00,7.20,0.00,1952.62,INR,2026-08-21,ICICI9738752801,processed
setl_000000355,pay_000000355,4999.25,99.98,18.00,0.00,4881.27,INR,2026-08-27,AXIS2645038111,processed
setl_000000357,pay_000000357,499.99,10.00,1.80,0.00,488.19,INR,2026-08-21,AXIS3564595211,processed
setl_000000358,pay_000000358,1250.12,25.00,4.50,0.00,1220.62,INR,2026-08-20,KKBK5293274004,processed
setl_000000359,pay_000000359,4999.45,99.99,18.00,0.00,4881.46,INR,2026-08-30,HDFC5070780669,processed
setl_000000360,pay_000000360,3499.72,69.99,12.60,0.00,3417.13,INR,2026-08-26,AXIS9711080868,processed
setl_000000361,pay_000000361,1250.62,25.01,4.50,0.00,1221.11,INR,2026-08-17,SBIN7623374739,processed
setl_000000362,pay_000000362,499.42,9.99,1.80,0.00,487.63,INR,2026-08-26,HDFC7556046460,processed
setl_000000363,pay_000000363,499.18,9.98,1.80,0.00,487.40,INR,2026-08-26,ICICI2389803385,processed
setl_000000364,pay_000000364,3499.90,70.00,12.60,0.00,3417.30,INR,2026-08-27,AXIS5125568431,processed
setl_000000365,pay_000000365,7500.83,150.02,27.00,0.00,7323.81,INR,2026-08-22,AXIS9369574998,processed
setl_000000366,pay_000000366,4999.39,99.99,18.00,0.00,4881.40,INR,2026-08-28,KKBK4498054328,processed
setl_000000367,pay_000000367,3499.78,70.00,12.60,0.00,3417.18,INR,2026-08-20,KKBK1139082827,processed
setl_000000368,pay_000000368,3499.40,69.99,12.60,100.00,3316.81,INR,2026-08-19,ICICI1334176969,processed
setl_000000369,pay_000000369,899.44,17.99,3.24,0.00,878.21,INR,2026-08-21,AXIS1900587144,processed
setl_000000370,pay_000000370,1250.52,25.01,4.50,0.00,1221.01,INR,2026-08-24,SBIN8441393731,processed
setl_000000371,pay_000000371,7500.09,150.00,27.00,0.00,7323.09,INR,2026-08-29,SBIN1968870456,processed
setl_000000372,pay_000000372,1250.48,25.01,4.50,0.00,1220.97,INR,2026-08-19,HDFC5613655595,processed
setl_000000373,pay_000000373,499.55,9.99,1.80,0.00,487.76,INR,2026-08-27,KKBK9131344493,processed
setl_000000374,pay_000000374,1999.52,39.99,7.20,0.00,1952.33,INR,2026-08-28,HDFC2422040412,processed
setl_000000375,pay_000000375,499.50,9.99,1.80,0.00,487.71,INR,2026-08-26,AXIS2020262123,processed
setl_000000376,pay_000000376,899.37,17.99,3.24,0.00,878.14,INR,2026-08-30,AXIS5311355060,processed
setl_000000377,pay_000000377,2000.10,40.00,7.20,0.00,1952.90,INR,2026-08-24,HDFC1888856289,processed
setl_000000378,pay_000000378,12000.49,240.01,43.20,0.00,11717.28,INR,2026-08-19,AXIS9981364488,processed
setl_000000379,pay_000000379,7500.59,150.01,27.00,0.00,7323.58,INR,2026-08-21,SBIN5486595528,processed
setl_000000380,pay_000000380,899.85,18.00,3.24,0.00,878.61,INR,2026-08-22,ICICI3866755218,processed
setl_000000381,pay_000000381,7500.38,150.01,27.00,0.00,7323.37,INR,2026-08-18,SBIN4786674545,processed
setl_000000382,pay_000000382,899.96,18.00,3.24,0.00,878.72,INR,2026-08-24,KKBK3664052763,processed
setl_000000383,pay_000000383,899.87,18.00,3.24,0.00,878.63,INR,2026-08-23,ICICI5478258887,processed
setl_000000384,pay_000000384,899.49,17.99,3.24,0.00,878.26,INR,2026-08-25,AXIS4467514661,processed
setl_000000385,pay_000000385,12000.53,240.01,43.20,0.00,11717.32,INR,2026-08-18,KKBK4751509023,processed
setl_000000386,pay_000000386,899.72,17.99,3.24,0.00,878.49,INR,2026-08-29,KKBK5035765954,processed
setl_000000387,pay_000000387,2000.49,40.01,7.20,0.00,1953.28,INR,2026-08-27,AXIS9065491438,processed
setl_000000388,pay_000000388,4999.04,99.98,18.00,0.00,4881.06,INR,2026-08-23,AXIS2730759996,processed
setl_000000389,pay_000000389,3499.02,69.98,12.60,0.00,3416.44,INR,2026-08-22,SBIN9249923427,processed
setl_000000390,pay_000000390,2000.95,40.02,7.20,0.00,1953.73,INR,2026-08-24,HDFC1979069637,processed
setl_000000391,pay_000000391,1999.52,39.99,7.20,0.00,1952.33,INR,2026-08-28,HDFC6102144947,processed
setl_000000392,pay_000000392,899.39,17.99,3.24,0.00,878.16,INR,2026-08-28,KKBK4399425369,processed
setl_000000393,pay_000000393,1999.25,39.98,7.20,0.00,1952.07,INR,2026-08-30,KKBK1124331395,processed
setl_000000394,pay_000000394,2000.47,40.01,7.20,0.00,1953.26,INR,2026-08-30,AXIS4026379752,processed
setl_000000395,pay_000000395,1999.47,39.99,7.20,0.00,1952.28,INR,2026-08-24,HDFC3925621610,processed
setl_000000396,pay_000000396,1250.33,25.01,4.50,0.00,1220.82,INR,2026-08-28,SBIN6797174636,processed
setl_000000397,pay_000000397,4999.65,99.99,18.00,0.00,4881.66,INR,2026-08-17,ICICI6182870116,processed
setl_000000398,pay_000000398,2000.77,40.02,7.20,0.00,1953.55,INR,2026-08-29,ICICI1036351450,processed
setl_000000399,pay_000000399,1999.59,39.99,7.20,0.00,1952.40,INR,2026-08-21,AXIS7266348777,processed
setl_000000400,pay_000000400,2000.87,40.02,7.20,0.00,1953.65,INR,2026-08-18,HDFC7910817577,processed
setl_000000402,pay_000000402,4999.84,100.00,18.00,0.00,4881.84,INR,2026-08-22,ICICI4864126433,processed
setl_000000403,pay_000000403,4999.94,100.00,18.00,0.00,4881.94,INR,2026-08-17,AXIS7092693247,processed
setl_000000404,pay_000000404,2000.12,40.00,7.20,0.00,1952.92,INR,2026-08-24,ICICI3397657114,processed
setl_000000405,pay_000000405,3499.28,69.99,12.60,0.00,3416.69,INR,2026-08-28,KKBK1383539822,processed
setl_000000406,pay_000000406,899.60,17.99,3.24,0.00,878.37,INR,2026-08-17,KKBK6557907251,processed
setl_000000407,pay_000000407,4999.67,99.99,18.00,0.00,4881.68,INR,2026-08-21,ICICI3149533961,processed
setl_000000408,pay_000000408,7500.18,150.00,27.00,0.00,7323.18,INR,2026-08-22,ICICI6766723248,processed
setl_000000409,pay_000000409,7500.35,150.01,27.00,0.00,7323.34,INR,2026-08-20,ICICI1249166485,processed
setl_000000410,pay_000000410,4999.61,99.99,18.00,0.00,4881.62,INR,2026-08-23,HDFC7139268005,processed
setl_000000411,pay_000000411,12000.24,240.00,43.20,0.00,11717.04,INR,2026-08-17,HDFC9126105576,processed
setl_000000412,pay_000000412,899.49,17.99,3.24,0.00,878.26,INR,2026-08-25,AXIS2340426053,processed
setl_000000413,pay_000000413,12000.76,240.02,43.20,0.00,11717.54,INR,2026-08-25,HDFC6544063167,processed
setl_000000414,pay_000000414,4999.02,99.98,18.00,0.00,4881.04,INR,2026-08-20,SBIN1809283659,processed
setl_000000415,pay_000000415,3499.91,70.00,12.60,0.00,3417.31,INR,2026-08-27,HDFC1725783958,processed
setl_000000416,pay_000000416,499.84,10.00,1.80,0.00,488.04,INR,2026-08-18,KKBK9798613995,processed
setl_000000417,pay_000000417,4999.15,99.98,18.00,0.00,4881.17,INR,2026-08-25,HDFC7085004726,processed
setl_000000418,pay_000000418,899.84,18.00,3.24,0.00,878.60,INR,2026-08-25,HDFC6588252632,processed
setl_000000419,pay_000000419,2000.14,40.00,7.20,0.00,1952.94,INR,2026-08-29,HDFC3652992543,processed
setl_000000420,pay_000000420,3499.90,70.00,12.60,0.00,3417.30,INR,2026-08-23,AXIS5179517389,processed
setl_000000421,pay_000000421,1999.00,39.98,7.20,0.00,1951.82,INR,2026-08-17,ICICI7359403225,processed
setl_000000422,pay_000000422,899.32,17.99,3.24,0.00,878.09,INR,2026-08-27,SBIN3197757742,processed
setl_000000423,pay_000000423,3499.54,69.99,12.60,0.00,3416.95,INR,2026-08-28,HDFC6542943838,processed
setl_000000424,pay_000000424,3499.56,69.99,12.60,0.00,3416.97,INR,2026-08-26,ICICI6027311960,processed
setl_000000425,pay_000000425,4999.51,99.99,18.00,0.00,4881.52,INR,2026-08-24,AXIS1785418196,processed
setl_000000426,pay_000000426,1250.14,25.00,4.50,0.00,1220.64,INR,2026-08-19,SBIN8730507757,processed
setl_000000427,pay_000000427,4999.99,100.00,18.00,0.00,4881.99,INR,2026-08-22,KKBK2881894932,processed
setl_000000428,pay_000000428,499.08,9.98,1.80,0.00,487.30,INR,2026-08-21,SBIN7061419749,processed
setl_000000429,pay_000000429,3499.66,69.99,12.60,0.00,3417.07,INR,2026-08-25,KKBK3426709025,processed
setl_000000430,pay_000000430,4999.19,99.98,18.00,0.00,4881.21,INR,2026-08-30,ICICI7364839489,processed
setl_000000431,pay_000000431,7500.41,150.01,27.00,0.00,7323.40,INR,2026-08-20,ICICI1710404224,processed
setl_000000432,pay_000000432,4999.30,99.99,18.00,0.00,4881.31,INR,2026-08-18,KKBK8057994126,processed
setl_000000433,pay_000000433,899.63,17.99,3.24,0.00,878.40,INR,2026-08-28,SBIN7215110267,processed
setl_000000434,pay_000000434,3499.46,69.99,12.60,0.00,3416.87,INR,2026-08-30,HDFC8178927766,processed
setl_000000435,pay_000000435,7500.14,150.00,27.00,0.00,7323.14,INR,2026-08-18,AXIS8117478955,processed
setl_000000436,pay_000000436,1250.63,25.01,4.50,0.00,1221.12,INR,2026-08-19,AXIS1456650521,processed
setl_000000437,pay_000000437,1999.58,39.99,7.20,0.00,1952.39,INR,2026-08-30,ICICI8955114245,processed
setl_000000438,pay_000000438,7500.84,150.02,27.00,0.00,7323.82,INR,2026-08-26,SBIN9125023089,processed
setl_000000439,pay_000000439,12000.99,240.02,43.20,0.00,11717.77,INR,2026-08-19,HDFC7808041613,processed
setl_000000440,pay_000000440,4999.77,100.00,18.00,0.00,4881.77,INR,2026-08-28,KKBK9080510951,processed
setl_000000441,pay_000000441,4999.77,100.00,18.00,0.00,4881.77,INR,2026-08-28,AXIS1572827654,processed
setl_000000442,pay_000000442,1999.26,39.99,7.20,0.00,1952.07,INR,2026-08-26,KKBK3716924538,processed
setl_000000443,pay_000000443,12000.69,240.01,43.20,0.00,11717.48,INR,2026-08-28,ICICI5115980792,processed
setl_000000444,pay_000000444,499.66,9.99,1.80,0.00,487.87,INR,2026-08-18,KKBK8934097788,processed
setl_000000445,pay_000000445,1250.36,25.01,4.50,0.00,1220.85,INR,2026-08-27,HDFC6153541642,processed
setl_000000446,pay_000000446,3499.57,69.99,12.60,0.00,3416.98,INR,2026-08-18,AXIS3324316421,processed
setl_000000447,pay_000000447,12000.89,240.02,43.20,0.00,11717.67,INR,2026-08-21,KKBK2670255496,processed
setl_000000448,pay_000000448,2000.25,40.00,7.20,0.00,1953.05,INR,2026-08-26,AXIS1231078662,processed
setl_000000449,pay_000000449,1999.37,39.99,7.20,0.00,1952.18,INR,2026-08-24,AXIS3591527330,processed
setl_000000450,pay_000000450,499.54,9.99,1.80,0.00,487.75,INR,2026-08-21,KKBK5807588013,processed
setl_000000451,pay_000000451,7500.90,150.02,27.00,0.00,7323.88,INR,2026-08-19,AXIS5319212967,processed
setl_000000452,pay_000000452,12000.45,240.01,43.20,0.00,11717.24,INR,2026-08-18,KKBK6588417397,processed
setl_000000453,pay_000000453,4999.69,99.99,18.00,0.00,4881.70,INR,2026-08-25,KKBK3169561289,processed
setl_000000454,pay_000000454,3499.46,69.99,12.60,0.00,3416.87,INR,2026-08-21,ICICI8143967196,processed
setl_000000455,pay_000000455,1999.82,40.00,7.20,0.00,1952.62,INR,2026-08-26,HDFC6781057298,processed
setl_000000455_b,pay_000000455,1999.82,40.00,7.20,0.00,1952.62,INR,2026-08-26,HDFC6781057298B,processed
setl_000000456,pay_000000456,2000.69,40.01,7.20,0.00,1953.48,INR,2026-08-28,AXIS5781905054,processed
setl_000000457,pay_000000457,499.37,9.99,1.80,0.00,487.58,INR,2026-08-27,KKBK7208619610,processed
setl_000000458,pay_000000458,899.26,17.99,3.24,100.00,778.03,INR,2026-08-27,ICICI3290101581,processed
setl_000000459,pay_000000459,899.95,18.00,3.24,0.00,878.71,INR,2026-08-27,ICICI8624454880,processed
setl_000000460,pay_000000460,499.22,9.98,1.80,0.00,487.44,INR,2026-08-29,HDFC1375899416,processed
setl_000000461,pay_000000461,4999.49,99.99,18.00,0.00,4881.50,INR,2026-08-24,ICICI9207624837,processed
setl_000000462,pay_000000462,12000.00,240.00,43.20,0.00,11716.80,INR,2026-08-27,SBIN3891796055,processed
setl_000000463,pay_000000463,2000.87,40.02,7.20,0.00,1953.65,INR,2026-08-21,HDFC3159668272,processed
setl_000000464,pay_000000464,499.60,9.99,1.80,0.00,487.81,INR,2026-08-19,SBIN6933126143,processed
setl_000000465,pay_000000465,2000.86,40.02,7.20,0.00,1953.64,INR,2026-08-29,KKBK3723205427,processed
setl_000000466,pay_000000466,499.00,9.98,1.80,0.00,487.22,INR,2026-08-26,KKBK1607196157,processed
setl_000000467,pay_000000467,12000.18,240.00,43.20,0.00,11716.98,INR,2026-08-19,AXIS6204370540,processed
setl_000000468,pay_000000468,12000.09,240.00,43.20,0.00,11716.89,INR,2026-08-21,ICICI7652264884,processed
setl_000000469,pay_000000469,1250.85,25.02,4.50,0.00,1221.33,INR,2026-08-27,KKBK6715961218,processed
setl_000000470,pay_000000470,7500.42,150.01,27.00,0.00,7323.41,INR,2026-08-26,ICICI6659847491,processed
setl_000000471,pay_000000471,4999.21,99.98,18.00,0.00,4881.23,INR,2026-08-17,AXIS8764011369,processed
setl_000000472,pay_000000472,3499.61,69.99,12.60,0.00,3417.02,INR,2026-08-24,SBIN2543980627,processed
setl_000000473,pay_000000473,2000.17,40.00,7.20,0.00,1952.97,INR,2026-08-25,HDFC3605446007,processed
setl_000000474,pay_000000474,4999.98,100.00,18.00,0.00,4881.98,INR,2026-08-26,HDFC3712815143,processed
setl_000000475,pay_000000475,1250.46,25.01,4.50,0.00,1220.95,INR,2026-08-23,KKBK7612862866,processed
setl_000000476,pay_000000476,4999.46,99.99,18.00,0.00,4881.47,INR,2026-08-25,KKBK3192202822,processed
setl_000000477,pay_000000477,12000.17,240.00,43.20,0.00,11716.97,INR,2026-08-24,KKBK3938451957,processed
setl_000000478,pay_000000478,499.28,9.99,1.80,0.00,487.49,INR,2026-08-29,SBIN9328694308,processed
setl_000000479,pay_000000479,1999.66,39.99,7.20,0.00,1952.47,INR,2026-08-29,ICICI9773795424,processed
setl_000000480,pay_000000480,899.90,18.00,3.24,0.00,878.66,INR,2026-08-25,HDFC8080359881,processed
setl_000000481,pay_000000481,4999.46,99.99,18.00,0.00,4881.47,INR,2026-08-26,KKBK6041646576,processed
