order_id,payment_id,order_amount,currency,order_date,status,payment_method
O-100346,pay_000000346,4999.15,INR,2026-08-23 14:49:00,captured,Card
O-100347,pay_000000347,1250.87,INR,2026-08-19 18:02:00,captured,Card
O-100348,pay_000000348,1999.45,INR,2026-08-21 17:03:00,captured,Netbanking
O-100349,pay_000000349,7500.13,INR,2026-08-27 11:07:00,captured,UPI
O-100350,pay_000000350,4999.47,INR,2026-08-25 19:41:00,captured,UPI
O-100351,pay_000000351,899.25,INR,2026-08-25 16:51:00,captured,Card
O-100352,pay_000000352,7500.06,INR,2026-08-17 18:27:00,captured,Wallet
O-100353,pay_000000353,1250.45,INR,2026-08-18 11:17:00,captured,Netbanking
O-100354,pay_000000354,1999.82,INR,2026-08-19 16:26:00,captured,Wallet
O-100355,pay_000000355,4999.25,INR,2026-08-25 17:15:00,captured,UPI
O-100356,pay_000000356,3499.72,INR,2026-08-23 14:24:00,captured,Netbanking
O-100357,pay_000000357,499.99,INR,2026-08-19 09:51:00,captured,Wallet
O-100358,pay_000000358,1250.12,INR,2026-08-18 19:15:00,captured,Netbanking
O-100359,pay_000000359,4999.45,INR,2026-08-28 11:11:00,captured,Card
O-100360,pay_000000360,3499.72,INR,2026-08-24 11:36:00,captured,Card
O-100361,pay_000000361,1250.62,INR,2026-08-15 10:03:00,captured,Card
O-100362,pay_000000362,499.42,INR,2026-08-24 12:51:00,captured,Card
O-100363,pay_000000363,499.18,INR,2026-08-24 11:49:00,captured,UPI
O-100364,pay_000000364,3499.90,INR,2026-08-25 15:37:00,captured,UPI
O-100365,pay_000000365,7500.83,INR,2026-08-20 11:45:00,captured,Netbanking
O-100366,pay_000000366,4999.39,INR,2026-08-26 13:08:00,captured,Card
O-100367,pay_000000367,3499.78,INR,2026-08-18 19:36:00,captured,UPI
O-100368,pay_000000368,3499.40,INR,2026-08-17 19:56:00,captured,Netbanking
O-100369,pay_000000369,899.44,INR,2026-08-19 10:46:00,captured,UPI
O-100370,pay_000000370,1250.52,INR,2026-08-22 15:22:00,captured,Wallet
O-100371,pay_000000371,7500.09,INR,2026-08-27 09:18:00,captured,UPI
O-100372,pay_000000372,1250.48,INR,2026-08-17 10:35:00,captured,UPI
O-100373,pay_000000373,499.55,INR,2026-08-25 11:38:00,captured,Wallet
O-100374,pay_000000374,1999.52,INR,2026-08-26 17:46:00,captured,Netbanking
O-100375,pay_000000375,499.50,INR,2026-08-24 17:53:00,captured,Wallet
O-100376,pay_000000376,899.37,INR,2026-08-28 19:40:00,captured,Wallet
O-100377,pay_000000377,2000.10,INR,2026-08-22 10:19:00,captured,Wallet
O-100378,pay_000000378,12000.49,INR,2026-08-17 14:56:00,captured,Wallet
O-100379,pay_000000379,7500.59,INR,2026-08-19 12:53:00,captured,Netbanking
O-100380,pay_000000380,899.85,INR,2026-08-20 17:26:00,captured,Card
O-100381,pay_000000381,7500.38,INR,2026-08-16 15:57:00,captured,UPI
O-100382,pay_000000382,899.96,INR,2026-08-22 11:10:00,captured,Card
O-100383,pay_000000383,899.87,INR,2026-08-21 12:52:00,captured,Card
O-100384,pay_000000384,899.49,INR,2026-08-23 15:35:00,captured,Netbanking
O-100385,pay_000000385,12000.53,INR,2026-08-16 15:09:00,captured,Card
O-100386,pay_000000386,899.72,INR,2026-08-27 10:50:00,captured,Netbanking
O-100387,pay_000000387,2000.49,INR,2026-08-25 16:36:00,captured,Wallet
O-100388,pay_000000388,4999.04,INR,2026-08-21 14:44:00,captured,Card
O-100389,pay_000000389,3499.02,INR,2026-08-20 13:19:00,captured,Netbanking
O-100390,pay_000000390,2000.95,INR,2026-08-22 14:17:00,captured,Wallet
O-100391,pay_000000391,1999.52,INR,2026-08-26 16:48:00,captured,Netbanking
O-100392,pay_000000392,899.39,INR,2026-08-26 17:25:00,captured,Card
O-100393,pay_000000393,1999.25,INR,2026-08-28 09:15:00,captured,UPI
O-100394,pay_000000394,2000.47,INR,2026-08-28 16:32:00,captured,Wallet
O-100395,pay_000000395,1999.47,INR,2026-08-22 18:28:00,captured,Card
O-100396,pay_000000396,1250.33,INR,2026-08-26 10:18:00,captured,UPI
O-100397,pay_000000397,4999.65,INR,2026-08-15 19:00:00,captured,Wallet
O-100398,pay_000000398,2000.77,INR,2026-08-27 13:45:00,captured,Wallet
O-100399,pay_000000399,1999.59,INR,2026-08-19 19:33:00,captured,Wallet
O-100400,pay_000000400,2000.87,INR,2026-08-16 16:04:00,captured,Netbanking
O-100401,pay_000000401,2000.83,INR,2026-08-26 19:19:00,captured,Card
O-100402,pay_000000402,4999.84,INR,2026-08-20 19:08:00,captured,UPI
O-100403,pay_000000403,4999.94,INR,2026-08-15 18:45:00,captured,Card
O-100404,pay_000000404,2000.12,INR,2026-08-22 11:47:00,captured,Netbanking
O-100405,pay_000000405,3499.28,INR,2026-08-26 13:26:00,captured,Netbanking
O-100406,pay_000000406,899.60,INR,2026-08-15 19:37:00,captured,UPI
O-100407,pay_000000407,4999.67,INR,2026-08-19 15:03:00,captured,Card
O-100408,pay_000000408,7500.18,INR,2026-08-20 11:49:00,captured,UPI
O-100409,pay_000000409,7500.35,INR,2026-08-18 11:36:00,captured,Card
O-100410,pay_000000410,4999.61,INR,2026-08-21 09:02:00,captured,Card
O-100411,pay_000000411,12000.24,INR,2026-08-15 19:00:00,captured,Card
O-100412,pay_000000412,899.49,INR,2026-08-23 18:19:00,captured,Card
O-100413,pay_000000413,12000.76,INR,2026-08-23 14:27:00,captured,Card
O-100414,pay_000000414,4999.02,INR,2026-08-18 12:46:00,captured,Card
O-100415,pay_000000415,3499.91,INR,2026-08-25 09:24:00,captured,Netbanking
O-100416,pay_000000416,499.84,INR,2026-08-16 19:53:00,captured,UPI
O-100417,pay_000000417,4999.15,INR,2026-08-23 13:30:00,captured,Card
O-100418,pay_000000418,899.84,INR,2026-08-23 13:39:00,captured,Card
O-100419,pay_000000419,2000.14,INR,2026-08-27 10:31:00,captured,Card
O-100420,pay_000000420,3499.90,INR,2026-08-21 13:10:00,captured,UPI
O-100421,pay_000000421,1999.00,INR,2026-08-15 19:05:00,captured,UPI
O-100422,pay_000000422,899.32,INR,2026-08-25 12:29:00,captured,Netbanking
O-100423,pay_000000423,3499.54,INR,2026-08-26 10:06:00,captured,UPI
O-100424,pay_000000424,3499.56,INR,2026-08-24 13:56:00,captured,UPI
O-100425,pay_000000425,4999.51,INR,2026-08-22 13:53:00,captured,Wallet
O-100426,pay_000000426,1250.14,INR,2026-08-17 09:54:00,captured,Card
O-100427,pay_000000427,4999.99,INR,2026-08-20 18:01:00,captured,Card
O-100428,pay_000000428,499.08,INR,2026-08-19 19:20:00,captured,UPI
O-100429,pay_000000429,3499.66,INR,2026-08-23 18:06:00,captured,Wallet
O-100430,pay_000000430,4999.19,INR,2026-08-28 17:57:00,captured,UPI
O-100431,pay_000000431,7500.41,INR,2026-08-18 14:17:00,captured,UPI
O-100432,pay_000000432,4999.30,INR,2026-08-16 16:28:00,captured,Wallet
O-100433,pay_000000433,899.63,INR,2026-08-26 19:01:00,captured,UPI
O-100434,pay_000000434,3499.46,INR,2026-08-28 09:52:00,captured,Card
O-100435,pay_000000435,7500.14,INR,2026-08-16 19:14:00,captured,UPI
O-100436,pay_000000436,1250.63,INR,2026-08-17 15:06:00,captured,Netbanking
O-100437,pay_000000437,1999.58,INR,2026-08-28 12:45:00,captured,Netbanking
O-100438,pay_000000438,7500.84,INR,2026-08-24 17:08:00,captured,Wallet
O-100439,pay_000000439,12000.99,INR,2026-08-17 18:11:00,captured,Card
O-100440,pay_000000440,4999.77,INR,2026-08-26 12:17:00,captured,Wallet
O-100441,pay_000000441,4999.77,INR,2026-08-26 17:19:00,captured,Netbanking
O-100442,pay_000000442,1999.26,INR,2026-08-24 13:43:00,captured,Netbanking
O-100443,pay_000000443,12000.69,INR,2026-08-26 19:20:00,captured,Netbanking
O-100444,pay_000000444,499.66,INR,2026-08-16 09:24:00,captured,Card
O-100445,pay_000000445,1250.36,INR,2026-08-25 13:09:00,captured,UPI
O-100446,pay_000000446,3499.57,INR,2026-08-16 18:55:00,captured,Card
O-100447,pay_000000447,12000.89,INR,2026-08-19 19:03:00,captured,Wallet
O-100448,pay_000000448,2000.25,INR,2026-08-24 16:53:00,captured,Card
O-100449,pay_000000449,1999.37,INR,2026-08-22 11:43:00,captured,Card
O-100450,pay_000000450,499.54,INR,2026-08-19 17:16:00,captured,Card
O-100451,pay_000000451,7500.90,INR,2026-08-17 09:09:00,captured,Netbanking
O-100452,pay_000000452,12000.45,INR,2026-08-16 14:33:00,captured,Card
O-100453,pay_000000453,4999.69,INR,2026-08-23 15:05:00,captured,Netbanking
O-100454,pay_000000454,3499.46,INR,2026-08-19 12:48:00,captured,Wallet
O-100455,pay_000000455,1999.82,INR,2026-08-24 18:15:00,captured,UPI
O-100456,pay_000000456,2000.69,INR,2026-08-26 13:01:00,captured,Netbanking
O-100457,pay_000000457,499.37,INR,2026-08-25 12:20:00,captured,UPI
O-100458,pay_000000458,899.26,INR,2026-08-25 19:49:00,captured,Wallet
O-100459,pay_000000459,899.95,INR,2026-08-25 11:01:00,captured,Wallet
O-100460,pay_000000460,499.22,INR,2026-08-27 13:35:00,captured,UPI
O-100461,pay_000000461,4999.49,INR,2026-08-22 19:25:00,captured,Wallet
O-100462,pay_000000462,12000.00,INR,2026-08-25 18:04:00,captured,UPI
O-100463,pay_000000463,2000.87,INR,2026-08-19 18:05:00,captured,Netbanking
O-100464,pay_000000464,499.60,INR,2026-08-17 17:14:00,captured,Card
O-100465,pay_000000465,2000.86,INR,2026-08-27 19:23:00,captured,UPI
O-100466,pay_000000466,499.00,INR,2026-08-24 18:25:00,captured,UPI
O-100467,pay_000000467,12000.18,INR,2026-08-17 11:14:00,captured,Netbanking
O-100468,pay_000000468,12000.09,INR,2026-08-19 19:04:00,captured,Netbanking
O-100469,pay_000000469,1250.85,INR,2026-08-25 12:06:00,captured,Netbanking
O-100470,pay_000000470,7500.42,INR,2026-08-24 19:19:00,captured,Card
O-100471,pay_000000471,4999.21,INR,2026-08-15 14:15:00,captured,Card
O-100472,pay_000000472,3499.61,INR,2026-08-22 16:22:00,captured,Netbanking
O-100473,pay_000000473,2000.17,INR,2026-08-23 12:16:00,captured,UPI
O-100474,pay_000000474,4999.98,INR,2026-08-24 12:58:00,captured,UPI
O-100475,pay_000000475,1250.46,INR,2026-08-21 12:57:00,captured,Netbanking
O-100476,pay_000000476,4999.46,INR,2026-08-23 09:42:00,captured,Card
O-100477,pay_000000477,12000.17,INR,2026-08-22 11:11:00,captured,Card
O-100478,pay_000000478,499.28,INR,2026-08-27 16:14:00,captured,UPI
O-100479,pay_000000479,1999.66,INR,2026-08-27 14:24:00,captured,Wallet
O-100480,pay_000000480,899.90,INR,2026-08-23 19:53:00,captured,Netbanking
O-100481,pay_000000481,4999.46,INR,2026-08-24 19:57:00,captured,UPI
O-100482,pay_000000482,3499.62,INR,2026-08-27 16:56:00,captured,UPI
O-100483,pay_000000483,1999.09,INR,2026-08-23 19:17:00,captured,Card
O-100484,pay_000000484,3499.92,INR,2026-08-16 16:43:00,captured,Wallet
O-100485,pay_000000485,499.31,INR,2026-08-15 11:36:00,captured,Card
O-100486,pay_000000486,499.21,INR,2026-08-19 11:33:00,captured,Wallet
O-100487,pay_000000487,2000.10,INR,2026-08-18 16:38:00,captured,Wallet
O-100488,pay_000000488,12000.33,INR,2026-08-17 19:21:00,captured,Wallet
O-100489,pay_000000489,4999.16,INR,2026-08-16 09:12:00,captured,Wallet
O-100490,pay_000000490,7500.78,INR,2026-08-24 09:56:00,captured,UPI
O-100491,pay_000000491,499.89,INR,2026-08-23 15:14:00,captured,Wallet
O-100492,pay_000000492,4999.17,INR,2026-08-19 16:49:00,captured,Card
O-100493,pay_000000493,1999.00,INR,2026-08-26 09:36:00,captured,UPI
O-100494,pay_000000494,3499.13,INR,2026-08-17 15:41:00,captured,Netbanking
O-100495,pay_000000495,1999.52,INR,2026-08-23 17:30:00,captured,Card
O-100496,pay_000000496,2000.73,INR,2026-08-20 15:47:00,captured,Card
O-100497,pay_000000497,7500.89,INR,2026-08-17 10:13:00,captured,Wallet
O-100498,pay_000000498,4999.81,INR,2026-08-15 10:52:00,captured,Card
O-100499,pay_000000499,899.33,INR,2026-08-18 14:05:00,captured,UPI
O-100500,pay_000000500,499.99,INR,2026-08-28 11:40:00,captured,Wallet
O-100501,pay_000000501,1999.04,INR,2026-08-27 18:32:00,captured,Card
O-100502,pay_000000502,499.20,INR,2026-08-16 13:49:00,captured,Wallet
O-100503,pay_000000503,899.11,INR,2026-08-23 13:46:00,captured,Netbanking
O-100504,pay_000000504,7500.51,INR,2026-08-24 09:16:00,captured,Card
O-100505,pay_000000505,12000.37,INR,2026-08-20 10:51:00,captured,Netbanking
O-100506,pay_000000506,7500.75,INR,2026-08-28 09:30:00,captured,UPI
O-100507,pay_000000507,1999.40,INR,2026-08-21 14:33:00,captured,UPI
O-100508,pay_000000508,899.51,INR,2026-08-25 14:04:00,captured,Card
O-100509,pay_000000509,1250.95,INR,2026-08-25 12:31:00,captured,Card
O-100510,pay_000000510,1999.29,INR,2026-08-18 12:53:00,captured,Netbanking
O-100511,pay_000000511,7500.78,INR,2026-08-15 17:02:00,captured,Wallet
O-100512,pay_000000512,7500.23,INR,2026-08-27 17:17:00,captured,Wallet
O-100513,pay_000000513,12000.54,INR,2026-08-22 17:02:00,captured,Netbanking
O-100514,pay_000000514,3499.88,INR,2026-08-15 09:43:00,captured,Card
O-100515,pay_000000515,2000.23,INR,2026-08-23 13:15:00,captured,Netbanking
O-100516,pay_000000516,1250.63,INR,2026-08-21 12:26:00,captured,Netbanking
O-100517,pay_000000517,1250.73,INR,2026-08-17 18:43:00,captured,Card
O-100518,pay_000000518,12000.55,INR,2026-08-28 15:12:00,captured,Card
O-100519,pay_000000519,4999.63,INR,2026-08-17 19:33:00,captured,Netbanking
O-100520,pay_000000520,899.88,INR,2026-08-17 09:13:00,captured,Netbanking
O-100521,pay_000000521,3499.46,INR,2026-08-23 17:59:00,captured,Netbanking
O-100522,pay_000000522,1999.73,INR,2026-08-24 19:41:00,captured,Card
O-100523,pay_000000523,12000.62,INR,2026-08-27 16:56:00,captured,Wallet
O-100524,pay_000000524,4999.09,INR,2026-08-16 11:21:00,captured,Card
O-100525,pay_000000525,4999.34,INR,2026-08-22 14:47:00,captured,Wallet
O-100526,pay_000000526,1250.93,INR,2026-08-18 19:16:00,captured,UPI
O-100527,pay_000000527,899.60,INR,2026-08-23 09:01:00,captured,Wallet
O-100528,pay_000000528,1250.10,INR,2026-08-25 15:19:00,captured,Card
O-100529,pay_000000529,12000.21,INR,2026-08-15 09:42:00,captured,Netbanking
O-100530,pay_000000530,7500.69,INR,2026-08-19 17:28:00,captured,Card
O-100531,pay_000000531,4999.67,INR,2026-08-25 19:34:00,captured,Netbanking
O-100532,pay_000000532,899.56,INR,2026-08-19 14:26:00,captured,Card
O-100533,pay_000000533,2000.60,INR,2026-08-23 09:44:00,captured,Wallet
O-100534,pay_000000534,4999.37,INR,2026-08-24 12:50:00,captured,Netbanking
O-100535,pay_000000535,1999.20,INR,2026-08-26 19:24:00,captured,Wallet
O-100536,pay_000000536,2000.83,INR,2026-08-26 17:51:00,captured,Netbanking
O-100537,pay_000000537,2000.14,INR,2026-08-25 16:39:00,captured,Wallet
O-100538,pay_000000538,3499.02,INR,2026-08-17 09:34:00,captured,UPI
O-100539,pay_000000539,1250.91,INR,2026-08-22 09:14:00,captured,UPI
O-100540,pay_000000540,4999.39,INR,2026-08-27 16:23:00,captured,Wallet
O-100541,pay_000000541,1250.07,INR,2026-08-19 15:04:00,captured,Wallet
O-100542,pay_000000542,499.15,INR,2026-08-27 12:24:00,captured,Wallet
O-100543,pay_000000543,899.66,INR,2026-08-25 12:30:00,captured,Wallet
O-100544,pay_000000544,1250.80,INR,2026-08-26 09:47:00,captured,UPI
O-100545,pay_000000545,499.85,INR,2026-08-18 10:15:00,captured,Wallet
O-100546,pay_000000546,899.50,INR,2026-08-27 12:00:00,captured,UPI
O-100547,pay_000000547,899.31,INR,2026-08-17 16:05:00,captured,Netbanking
O-100548,pay_000000548,1250.89,INR,2026-08-23 10:08:00,captured,Card
O-100549,pay_000000549,7500.93,INR,2026-08-18 09:44:00,captured,Wallet
O-100550,pay_000000550,7500.71,INR,2026-08-19 17:44:00,captured,Wallet
O-100551,pay_000000551,3499.93,INR,2026-08-22 13:55:00,captured,Card
O-100552,pay_000000552,2000.69,INR,2026-08-20 16:00:00,captured,Wallet
O-100553,pay_000000553,3499.92,INR,2026-08-16 19:34:00,captured,Wallet
O-100554,pay_000000554,4999.82,INR,2026-08-20 10:06:00,captured,UPI
O-100555,pay_000000555,899.62,INR,2026-08-18 10:02:00,captured,Wallet
O-100556,pay_000000556,499.46,INR,2026-08-18 18:45:00,captured,UPI
O-100557,pay_000000557,899.59,INR,2026-08-27 19:03:00,captured,Netbanking
O-100558,pay_000000558,499.78,INR,2026-08-19 17:02:00,captured,UPI
O-100559,pay_000000559,12000.12,INR,2026-08-16 12:34:00,captured,Wallet
O-100560,pay_000000560,1250.71,INR,2026-08-26 17:26:00,captured,UPI
O-100561,pay_000000561,899.21,INR,2026-08-27 11:35:00,captured,Wallet
O-100562,pay_000000562,3499.40,INR,2026-08-23 14:54:00,captured,Netbanking
O-100563,pay_000000563,4999.98,INR,2026-08-23 13:23:00,captured,Wallet
O-100564,pay_000000564,499.36,INR,2026-08-24 09:33:00,captured,Card
O-100565,pay_000000565,1999.27,INR,2026-08-28 14:01:00,captured,Netbanking
O-100566,pay_000000566,499.58,INR,2026-08-20 11:08:00,captured,Netbanking
O-100567,pay_000000567,2000.11,INR,2026-08-24 15:36:00,captured,Card
O-100568,pay_000000568,1250.62,INR,2026-08-28 18:52:00,captured,UPI
O-100569,pay_000000569,4999.10,INR,2026-08-27 09:58:00,captured,Netbanking
O-100570,pay_000000570,1999.95,INR,2026-08-25 18:59:00,captured,UPI
O-100571,pay_000000571,12000.05,INR,2026-08-20 17:36:00,captured,Card
O-100572,pay_000000572,4999.57,INR,2026-08-27 18:36:00,captured,UPI
O-100573,pay_000000573,1250.16,INR,2026-08-20 10:30:00,captured,UPI
O-100574,pay_000000574,12000.55,INR,2026-08-27 11:48:00,captured,Card
O-100575,pay_000000575,1999.71,INR,2026-08-24 17:15:00,captured,Card
O-100576,pay_000000576,4999.54,INR,2026-08-20 14:12:00,captured,Netbanking
O-100577,pay_000000577,1250.44,INR,2026-08-24 16:39:00,captured,Card
O-100578,pay_000000578,899.14,INR,2026-08-26 09:15:00,captured,Card
O-100579,pay_000000579,899.39,INR,2026-08-22 16:01:00,captured,Netbanking
O-100580,pay_000000580,12000.66,INR,2026-08-27 13:35:00,captured,Wallet
O-100581,pay_000000581,4999.74,INR,2026-08-25 17:02:00,captured,Netbanking
O-100582,pay_000000582,7500.83,INR,2026-08-15 10:24:00,captured,Netbanking
O-100583,pay_000000583,499.37,INR,2026-08-28 19:24:00,captured,Card
O-100584,pay_000000584,12000.11,INR,2026-08-17 12:32:00,captured,UPI
O-100585,pay_000000585,7500.50,INR,2026-08-26 11:01:00,captured,Netbanking
O-100586,pay_000000586,1999.64,INR,2026-08-19 09:40:00,captured,Netbanking
O-100587,pay_000000587,1999.19,INR,2026-08-20 15:42:00,captured,Card
O-100588,pay_000000588,4999.30,INR,2026-08-24 11:27:00,captured,Netbanking
O-100589,pay_000000589,1250.74,INR,2026-08-23 19:51:00,captured,Card
O-100590,pay_000000590,4999.98,INR,2026-08-17 19:59:00,captured,Card
O-100591,pay_000000591,1250.40,INR,2026-08-28 11:46:00,captured,UPI
O-100592,pay_000000592,2000.56,INR,2026-08-26 19:59:00,captured,Netbanking
O-100593,pay_000000593,1250.03,INR,2026-08-27 18:39:00,captured,Netbanking
O-100594,pay_000000594,499.45,INR,2026-08-16 16:08:00,captured,Wallet
O-100595,pay_000000595,7500.17,INR,2026-08-17 12:14:00,captured,UPI
O-100596,pay_000000596,4999.28,INR,2026-08-26 19:12:00,captured,Card
O-100597,pay_000000597,4999.99,INR,2026-08-15 18:47:00,captured,Wallet
O-100598,pay_000000598,12000.13,INR,2026-08-22 16:52:00,captured,UPI
O-100599,pay_000000599,12000.49,INR,2026-08-23 19:03:00,captured,Card
O-100600,pay_000000600,2000.59,INR,2026-08-17 15:18:00,captured,UPI
O-100601,pay_000000601,899.92,INR,2026-08-23 10:11:00,captured,Card
O-100602,pay_000000602,1250.58,INR,2026-08-24 12:56:00,captured,Wallet
O-100603,pay_000000603,899.11,INR,2026-08-16 16:40:00,captured,Netbanking
O-100604,pay_000000604,12000.48,INR,2026-08-15 11:58:00,captured,Netbanking
O-100605,pay_000000605,499.53,INR,2026-08-19 13:46:00,captured,Wallet
O-100606,pay_000000606,2000.01,INR,2026-08-22 16:54:00,captured,Wallet
O-100607,pay_000000607,1999.75,INR,2026-08-25 16:29:00,captured,Wallet
O-100608,pay_000000608,1999.70,INR,2026-08-19 18:40:00,captured,Card
O-100609,pay_000000609,3499.04,INR,2026-08-17 09:42:00,captured,Netbanking
O-100610,pay_000000610,4999.22,INR,2026-08-17 19:18:00,captured,Card
O-100611,pay_000000611,2000.41,INR,2026-08-20 15:52:00,captured,UPI
O-100612,pay_000000612,7500.17,INR,2026-08-16 13:21:00,captured,Wallet
O-100613,pay_000000613,899.73,INR,2026-08-26 19:33:00,captured,UPI
O-100614,pay_000000614,3499.33,INR,2026-08-23 18:39:00,captured,Netbanking
O-100615,pay_000000615,12000.93,INR,2026-08-25 16:31:00,captured,Card
O-100616,pay_000000616,499.59,INR,2026-08-25 10:47:00,captured,Card
O-100617,pay_000000617,3499.44,INR,2026-08-23 19:13:00,captured,UPI
O-100618,pay_000000618,2000.64,INR,2026-08-23 14:49:00,captured,UPI
O-100619,pay_000000619,499.22,INR,2026-08-18 14:53:00,captured,Netbanking
O-100620,pay_000000620,499.82,INR,2026-08-17 16:09:00,captured,Netbanking
O-100621,pay_000000621,3499.71,INR,2026-08-23 09:13:00,captured,Netbanking
O-100622,pay_000000622,499.43,INR,2026-08-21 19:34:00,captured,Card
O-100623,pay_000000623,499.34,INR,2026-08-21 10:31:00,captured,Card
O-100624,pay_000000624,899.47,INR,2026-08-27 09:49:00,captured,Card
O-100625,pay_000000625,7500.64,INR,2026-08-17 12:21:00,captured,Netbanking
O-100626,pay_000000626,1999.92,INR,2026-08-15 16:24:00,captured,UPI
O-100627,pay_000000627,7500.05,INR,2026-08-16 17:49:00,captured,Netbanking
O-100628,pay_000000628,1999.24,INR,2026-08-19 13:34:00,captured,Netbanking
O-100629,pay_000000629,1250.35,INR,2026-08-16 09:39:00,captured,UPI
O-100630,pay_000000630,2000.18,INR,2026-08-26 13:36:00,captured,Card
O-100631,pay_000000631,1250.03,INR,2026-08-22 19:03:00,captured,UPI
O-100632,pay_000000632,1250.90,INR,2026-08-24 18:40:00,captured,Wallet
O-100633,pay_000000633,1250.11,INR,2026-08-28 16:06:00,captured,Wallet
O-100634,pay_000000634,1999.18,INR,2026-08-28 18:16:00,captured,Netbanking
O-100635,pay_000000635,7500.62,INR,2026-08-15 10:30:00,captured,UPI
O-100636,pay_000000636,2000.98,INR,2026-08-20 18:36:00,captured,Card
O-100637,pay_000000637,3499.71,INR,2026-08-25 10:50:00,captured,Netbanking
O-100638,pay_000000638,1999.79,INR,2026-08-18 17:10:00,captured,Wallet
O-100639,pay_000000639,3499.69,INR,2026-08-26 12:11:00,captured,UPI
O-100640,pay_000000640,899.75,INR,2026-08-24 16:20:00,captured,UPI
O-100641,pay_000000641,899.87,INR,2026-08-28 18:49:00,captured,Wallet
O-100642,pay_000000642,1250.74,INR,2026-08-27 19:51:00,captured,UPI
O-100643,pay_000000643,7500.25,INR,2026-08-18 19:56:00,captured,Netbanking
O-100644,pay_000000644,3499.11,INR,2026-08-24 09:39:00,captured,Wallet
O-100645,pay_000000645,12000.06,INR,2026-08-15 17:52:00,captured,Netbanking
O-100646,pay_000000646,1999.55,INR,2026-08-26 18:25:00,captured,Netbanking
O-100647,pay_000000647,12000.27,INR,2026-08-25 11:30:00,captured,Card
O-100648,pay_000000648,2000.85,INR,2026-08-17 11:00:00,captured,UPI
O-100649,pay_000000649,899.17,INR,2026-08-25 15:55:00,captured,Wallet
O-100650,pay_000000650,1250.58,INR,2026-08-23 15:35:00,captured,Wallet
O-100651,pay_000000651,499.73,INR,2026-08-22 12:45:00,captured,Netbanking
O-100652,pay_000000652,499.04,INR,2026-08-24 16:45:00,captured,Netbanking
O-100653,pay_000000653,12000.96,INR,2026-08-27 13:29:00,captured,UPI
O-100654,pay_000000654,"₹7,500.80",INR,2026-08-26 19:42:00,captured,UPI
O-100655,pay_000000655,7500.58,INR,2026-08-23 16:36:00,captured,Netbanking
O-100656,pay_000000656,499.88,INR,2026-08-24 13:46:00,captured,Netbanking
O-100657,pay_000000657,499.84,INR,2026-08-19 18:01:00,captured,Netbanking
O-100658,pay_000000658,2000.32,INR,2026-08-17 18:17:00,captured,Netbanking
O-100659,pay_000000659,1250.75,INR,2026-08-26 11:42:00,captured,Wallet
O-100660,pay_000000660,7500.23,INR,2026-08-27 17:55:00,captured,UPI
O-100661,pay_000000661,1250.63,INR,2026-08-27 15:49:00,captured,Wallet
O-100662,pay_000000662,3499.06,INR,2026-08-25 13:48:00,captured,UPI
O-100663,pay_000000663,2000.60,INR,2026-08-26 17:14:00,captured,Wallet
O-100664,pay_000000664,1250.67,INR,2026-08-28 15:00:00,captured,Netbanking
O-100665,pay_000000665,899.68,INR,2026-08-25 14:54:00,captured,Netbanking
O-100666,pay_000000666,2000.83,INR,2026-08-24 15:29:00,captured,Card
O-100667,pay_000000667,12000.43,INR,2026-08-25 11:20:00,captured,UPI
O-100668,pay_000000668,899.67,INR,2026-08-16 19:28:00,captured,Netbanking
O-100669,pay_000000669,499.03,INR,2026-08-24 10:03:00,captured,Card
O-100670,pay_000000670,1250.48,INR,2026-08-25 19:36:00,captured,UPI
O-100671,pay_000000671,899.81,INR,2026-08-22 13:49:00,captured,Wallet
O-100672,pay_000000672,899.35,INR,2026-08-27 09:24:00,captured,Wallet
O-100673,pay_000000673,1250.56,INR,2026-08-16 16:59:00,captured,Card
O-100674,pay_000000674,899.18,INR,2026-08-23 15:13:00,captured,UPI
O-100675,pay_000000675,899.09,INR,2026-08-24 13:49:00,captured,UPI
O-100676,pay_000000676,4999.34,INR,2026-08-17 14:57:00,captured,Wallet
O-100677,pay_000000677,7500.55,INR,2026-08-21 10:34:00,captured,Card
O-100678,pay_000000678,3499.87,INR,2026-08-19 15:03:00,captured,UPI
O-100679,pay_000000679,1999.22,INR,2026-08-23 09:24:00,captured,Card
O-100680,pay_000000680,3499.62,INR,2026-08-16 19:28:00,captured,Card
O-100681,pay_000000681,1999.62,INR,2026-08-21 10:50:00,captured,Netbanking
O-100682,pay_000000682,3499.07,INR,2026-08-20 09:25:00,captured,UPI
O-100683,pay_000000683,899.04,INR,2026-08-26 11:31:00,captured,UPI
O-100684,pay_000000684,1250.01,INR,2026-08-17 19:03:00,captured,Netbanking
O-100685,pay_000000685,899.14,INR,2026-08-22 18:51:00,captured,Card
O-100686,pay_000000686,4999.41,INR,2026-08-16 19:36:00,captured,Card
O-100687,pay_000000687,1250.42,INR,2026-08-16 10:17:00,captured,Card
O-100688,pay_000000688,12000.21,INR,2026-08-22 12:59:00,captured,UPI
O-100689,pay_000000689,7500.10,INR,2026-08-15 09:11:00,captured,UPI
O-100690,pay_000000690,4999.88,INR,2026-08-27 16:44:00,captured,Card
O-100691,pay_000000691,4999.30,INR,2026-08-17 18:44:00,captured,UPI
O-100692,pay_000000692,2000.44,INR,2026-08-21 09:35:00,captured,Card
