bank_transaction_id,settlement_id,utr,credit_amount,currency,value_date,narration
bnk_000000229,setl_000000229,ICICI7305101214,1951.96,INR,2026-08-22,NEFT CR RAZORPAY ICICI7305101214
bnk_000000230,setl_000000230,ICICI9650425740,3416.78,INR,2026-08-26,NEFT CR RAZORPAY ICICI9650425740
bnk_000000231,setl_000000231,SBIN8846861559,11717.20,INR,2026-08-18,NEFT CR RAZORPAY SBIN8846861559
bnk_000000232,setl_000000232,ICICI7345617046,1951.82,INR,2026-08-21,NEFT CR RAZORPAY ICICI7345617046
bnk_000000233,setl_000000233,AXIS5344083406,3417.28,INR,2026-08-20,NEFT CR RAZORPAY AXIS5344083406
bnk_000000234,setl_000000234,ICICI6562144159,1952.09,INR,2026-08-19,NEFT CR RAZORPAY ICICI6562144159
bnk_000000235,setl_000000235,KKBK6899673770,11717.39,INR,2026-08-29,NEFT CR RAZORPAY KKBK6899673770
bnk_000000236,setl_000000236,KKBK9941564880,7323.66,INR,2026-08-28,NEFT CR RAZORPAY KKBK9941564880
bnk_000000237,setl_000000237,KKBK3304937838,1220.90,INR,2026-08-30,NEFT CR RAZORPAY KKBK3304937838
bnk_000000238,setl_000000238,KKBK3099500153,11717.36,INR,2026-08-29,NEFT CR RAZORPAY KKBK3099500153
bnk_000000239,setl_000000239,SBIN3421980125,11717.38,INR,2026-08-27,NEFT CR RAZORPAY SBIN3421980125
bnk_000000240,setl_000000240,HDFC4203205881,877.83,INR,2026-08-23,NEFT CR RAZORPAY HDFC4203205881
bnk_000000241,setl_000000241,HDFC9305502799,487.57,INR,2026-08-23,NEFT CR RAZORPAY HDFC9305502799
bnk_000000242,setl_000000242,SBIN9123215994,7323.47,INR,2026-08-23,NEFT CR RAZORPAY SBIN9123215994
bnk_000000243,setl_000000243,AXIS1509525588,11717.29,INR,2026-08-25,NEFT CR RAZORPAY AXIS1509525588
bnk_000000244,setl_000000244,HDFC9497552788,7323.84,INR,2026-08-28,NEFT CR RAZORPAY HDFC9497552788
bnk_000000245,setl_000000245,ICICI7273337794,1220.84,INR,2026-08-20,NEFT CR RAZORPAY ICICI7273337794
bnk_000000246,setl_000000246,HDFC2033653860,877.90,INR,2026-08-26,NEFT CR RAZORPAY HDFC2033653860
bnk_000000247,setl_000000247,HDFC7022683808,1952.50,INR,2026-08-20,NEFT CR RAZORPAY HDFC7022683808
bnk_000000248,setl_000000248,KKBK2377246195,1952.98,INR,2026-08-27,NEFT CR RAZORPAY KKBK2377246195
bnk_000000249,setl_000000249,HDFC8210176888,11717.42,INR,2026-08-17,NEFT CR RAZORPAY HDFC8210176888
bnk_000000250,setl_000000250,AXIS8285589122,4881.21,INR,2026-08-21,NEFT CR RAZORPAY AXIS8285589122
bnk_000000251,setl_000000251,ICICI4039019230,7323.07,INR,2026-08-25,NEFT CR RAZORPAY ICICI4039019230
bnk_000000252,setl_000000252,AXIS6168291913,878.34,INR,2026-08-30,NEFT CR RAZORPAY AXIS6168291913
bnk_000000253,setl_000000253,SBIN3589530484,878.02,INR,2026-08-29,NEFT CR RAZORPAY SBIN3589530484
bnk_000000254,setl_000000254,AXIS4904100195,1952.06,INR,2026-08-28,NEFT CR RAZORPAY AXIS4904100195
bnk_000000255,setl_000000255,KKBK4022663059,4481.31,INR,2026-08-25,NEFT CR RAZORPAY KKBK4022663059
bnk_000000256,setl_000000256,AXIS6619630925,3417.06,INR,2026-08-24,NEFT CR RAZORPAY AXIS6619630925
bnk_000000257,setl_000000257,AXIS4927019611,3416.81,INR,2026-08-23,NEFT CR RAZORPAY AXIS4927019611
bnk_000000258,setl_000000258,HDFC7088451458,1220.75,INR,2026-08-22,NEFT CR RAZORPAY HDFC7088451458
bnk_000000259,setl_000000259,AXIS8823677798,7323.57,INR,2026-08-19,NEFT CR RAZORPAY AXIS8823677798
bnk_000000260,setl_000000260,SBIN5111301175,11716.84,INR,2026-08-30,NEFT CR RAZORPAY SBIN5111301175
bnk_000000261,setl_000000261,SBIN3708842947,878.66,INR,2026-08-19,NEFT CR RAZORPAY SBIN3708842947
bnk_000000262,setl_000000262,KKBK9215204939,7323.02,INR,2026-08-17,NEFT CR RAZORPAY KKBK9215204939
bnk_000000263,setl_000000263,KKBK8396761430,11717.15,INR,2026-08-17,NEFT CR RAZORPAY KKBK8396761430
bnk_000000264,setl_000000264,ICICI1639509845,1952.59,INR,2026-08-25,NEFT CR RAZORPAY ICICI1639509845
bnk_000000265,setl_000000265,SBIN5634352383,4881.59,INR,2026-08-26,NEFT CR RAZORPAY SBIN5634352383
bnk_000000266,setl_000000266,HDFC4262396395,878.28,INR,2026-08-23,NEFT CR RAZORPAY HDFC4262396395
bnk_000000267,setl_000000267,HDFC4018696945,878.40,INR,2026-08-30,NEFT CR RAZORPAY HDFC4018696945
bnk_000000268,setl_000000268,HDFC4947728706,1952.08,INR,2026-08-30,NEFT CR RAZORPAY HDFC4947728706
bnk_000000269,setl_000000269,HDFC3826557688,1220.89,INR,2026-08-17,NEFT CR RAZORPAY HDFC3826557688
bnk_000000270,setl_000000270,SBIN4989487508,1953.00,INR,2026-08-26,NEFT CR RAZORPAY SBIN4989487508
bnk_000000271,setl_000000271,KKBK6719736115,1221.36,INR,2026-08-28,NEFT CR RAZORPAY KKBK6719736115
bnk_000000272,setl_000000272,SBIN5621463184,4881.99,INR,2026-08-22,NEFT CR RAZORPAY SBIN5621463184
bnk_000000273,setl_000000273,SBIN3107125807,3417.11,INR,2026-08-23,NEFT CR RAZORPAY SBIN3107125807
bnk_000000274,setl_000000274,KKBK1315708805,1952.99,INR,2026-08-23,NEFT CR RAZORPAY KKBK1315708805
bnk_000000275,setl_000000275,HDFC1393077279,1953.35,INR,2026-08-22,NEFT CR RAZORPAY HDFC1393077279
bnk_000000276,setl_000000276,SBIN2752536389,487.33,INR,2026-08-22,NEFT CR RAZORPAY SBIN2752536389
bnk_000000277,setl_000000277,HDFC6548442140,4881.99,INR,2026-08-18,NEFT CR RAZORPAY HDFC6548442140
bnk_000000278,setl_000000278,ICICI8238377072,1220.67,INR,2026-08-21,NEFT CR RAZORPAY ICICI8238377072
bnk_000000279,setl_000000279,ICICI7161887665,4881.39,INR,2026-08-24,NEFT CR RAZORPAY ICICI7161887665
bnk_000000280,setl_000000280,SBIN6134840512,377.95,INR,2026-08-21,NEFT CR RAZORPAY SBIN6134840512
bnk_000000281,setl_000000281,AXIS7185710340,4881.83,INR,2026-08-26,NEFT CR RAZORPAY AXIS7185710340
bnk_000000282,setl_000000282,ICICI7352298473,1220.99,INR,2026-08-22,NEFT CR RAZORPAY ICICI7352298473
bnk_000000283,setl_000000283,ICICI6694638039,1906.08,INR,2026-08-22,NEFT CR RAZORPAY ICICI6694638039
bnk_000000284,setl_000000284,KKBK8418324922,1952.37,INR,2026-08-29,NEFT CR RAZORPAY KKBK8418324922
bnk_000000285,setl_000000285,SBIN8185384294,1221.29,INR,2026-08-21,NEFT CR RAZORPAY SBIN8185384294
bnk_000000286,setl_000000286,SBIN5612645121,7323.73,INR,2026-08-23,NEFT CR RAZORPAY SBIN5612645121
bnk_000000287,setl_000000287,AXIS4927323476,878.74,INR,2026-08-20,NEFT CR RAZORPAY AXIS4927323476
bnk_000000288,setl_000000288,KKBK9780187424,4881.96,INR,2026-08-22,NEFT CR RAZORPAY KKBK9780187424
bnk_000000289,setl_000000289,ICICI3470617247,7323.46,INR,2026-08-23,NEFT CR RAZORPAY ICICI3470617247
bnk_000000290,setl_000000290,HDFC3073486033,1953.32,INR,2026-08-18,NEFT CR RAZORPAY HDFC3073486033
bnk_000000291,setl_000000291,AXIS7369118672,7323.12,INR,2026-08-24,NEFT CR RAZORPAY AXIS7369118672
bnk_000000292,setl_000000292,HDFC4436189121,1952.47,INR,2026-08-19,NEFT CR RAZORPAY HDFC4436189121
bnk_000000293,setl_000000293,SBIN1792214339,4881.51,INR,2026-08-17,NEFT CR RAZORPAY SBIN1792214339
bnk_000000294,setl_000000294,SBIN2670036982,1952.07,INR,2026-08-21,NEFT CR RAZORPAY SBIN2670036982
bnk_000000295,setl_000000295,KKBK6097953682,3416.67,INR,2026-08-24,NEFT CR RAZORPAY KKBK6097953682
bnk_000000296,setl_000000296,AXIS7858937483,4881.75,INR,2026-08-18,NEFT CR RAZORPAY AXIS7858937483
bnk_000000297,setl_000000297,AXIS3534753843,1220.89,INR,2026-08-18,NEFT CR RAZORPAY AXIS3534753843
bnk_000000298,setl_000000298,ICICI7488943393,4881.76,INR,2026-08-19,NEFT CR RAZORPAY ICICI7488943393
bnk_000000299,setl_000000299,KKBK5294535887,11717.01,INR,2026-08-24,NEFT CR RAZORPAY KKBK5294535887
bnk_000000300,setl_000000300,SBIN3660345628,3416.43,INR,2026-08-24,NEFT CR RAZORPAY SBIN3660345628
bnk_000000301,setl_000000301,KKBK8099880573,4763.87,INR,2026-08-24,NEFT CR RAZORPAY KKBK8099880573
bnk_000000302,setl_000000302,HDFC3428365056,1952.18,INR,2026-08-17,NEFT CR RAZORPAY HDFC3428365056
bnk_000000303,setl_000000303,SBIN3193894984,878.11,INR,2026-08-29,NEFT CR RAZORPAY SBIN3193894984
bnk_000000304,setl_000000304,HDFC2826025489,1952.19,INR,2026-08-30,NEFT CR RAZORPAY HDFC2826025489
bnk_000000305,setl_000000305,HDFC5269015757,1952.07,INR,2026-08-29,NEFT CR RAZORPAY HDFC5269015757
bnk_000000306,setl_000000306,KKBK8012696455,1221.26,INR,2026-08-19,NEFT CR RAZORPAY KKBK8012696455
bnk_000000307,setl_000000307,KKBK3313993297,3417.30,INR,2026-08-21,NEFT CR RAZORPAY KKBK3313993297
bnk_000000308,setl_000000308,KKBK1408988968,3881.09,INR,2026-08-21,NEFT CR RAZORPAY KKBK1408988968
bnk_000000309,setl_000000309,AXIS4558302256,4881.63,INR,2026-08-19,NEFT CR RAZORPAY AXIS4558302256
bnk_000000310,setl_000000310,SBIN2941289685,878.28,INR,2026-08-25,NEFT CR RAZORPAY SBIN2941289685
bnk_000000311,setl_000000311,SBIN4147025728,7323.79,INR,2026-08-27,NEFT CR RAZORPAY SBIN4147025728
bnk_000000312,setl_000000312,SBIN6204862411,1953.20,INR,2026-08-30,NEFT CR RAZORPAY SBIN6204862411
bnk_000000313,setl_000000313,SBIN8680705725,487.27,INR,2026-08-18,NEFT CR RAZORPAY SBIN8680705725
bnk_000000314,setl_000000314,ICICI7190276026,487.75,INR,2026-08-20,NEFT CR RAZORPAY ICICI7190276026
bnk_000000315,setl_000000315,AXIS9990826771,3416.73,INR,2026-08-18,NEFT CR RAZORPAY AXIS9990826771
bnk_000000316,setl_000000316,AXIS4243697409,4881.83,INR,2026-08-18,NEFT CR RAZORPAY AXIS4243697409
bnk_000000317,setl_000000317,ICICI3549834042,11717.65,INR,2026-08-24,NEFT CR RAZORPAY ICICI3549834042
bnk_000000318,setl_000000318,SBIN3980840461,7323.09,INR,2026-08-20,NEFT CR RAZORPAY SBIN3980840461
bnk_000000319,setl_000000319,AXIS9078786223,1220.97,INR,2026-08-29,NEFT CR RAZORPAY AXIS9078786223
bnk_000000320,setl_000000320,KKBK9626333315,1221.05,INR,2026-08-22,NEFT CR RAZORPAY KKBK9626333315
bnk_000000321,setl_000000321,KKBK8243746556,1801.93,INR,2026-08-18,NEFT CR RAZORPAY KKBK8243746556
bnk_000000322,setl_000000322,SBIN1600566083,1953.60,INR,2026-08-18,NEFT CR RAZORPAY SBIN1600566083
bnk_000000323,setl_000000323,HDFC2295574037,11717.55,INR,2026-08-25,NEFT CR RAZORPAY HDFC2295574037
bnk_000000324,setl_000000324,HDFC6322929387,4881.16,INR,2026-08-20,NEFT CR RAZORPAY HDFC6322929387
bnk_000000325,setl_000000325,HDFC9533595495,3416.58,INR,2026-08-23,NEFT CR RAZORPAY HDFC9533595495
bnk_000000326,setl_000000326,ICICI8570850267,877.80,INR,2026-08-26,NEFT CR RAZORPAY ICICI8570850267
bnk_000000327,setl_000000327,HDFC8589679668,4881.89,INR,2026-08-23,NEFT CR RAZORPAY HDFC8589679668
bnk_000000328,setl_000000328,AXIS9929329605,1952.01,INR,2026-08-25,NEFT CR RAZORPAY AXIS9929329605
bnk_000000329,setl_000000329,SBIN4635552887,487.52,INR,2026-08-18,NEFT CR RAZORPAY SBIN4635552887
bnk_000000330,setl_000000330,HDFC4181102664,877.79,INR,2026-08-28,NEFT CR RAZORPAY HDFC4181102664
bnk_000000331,setl_000000331,AXIS8390631634,1220.96,INR,2026-08-19,NEFT CR RAZORPAY AXIS8390631634
bnk_000000332,setl_000000332,HDFC7138902282,11716.88,INR,2026-08-21,NEFT CR RAZORPAY HDFC7138902282
bnk_000000333,setl_000000333,KKBK2546720356,7323.71,INR,2026-08-19,NEFT CR RAZORPAY KKBK2546720356
bnk_000000334,setl_000000334,KKBK1495354059,11716.80,INR,2026-08-17,NEFT CR RAZORPAY KKBK1495354059
bnk_000000335,setl_000000335,SBIN4952342924,1220.54,INR,2026-08-25,NEFT CR RAZORPAY SBIN4952342924
bnk_000000336,setl_000000336,SBIN6669078244,878.50,INR,2026-08-22,NEFT CR RAZORPAY SBIN6669078244
bnk_000000337,setl_000000337,KKBK5215140451,4881.10,INR,2026-08-24,NEFT CR RAZORPAY KKBK5215140451
bnk_000000338,setl_000000338,KKBK2961709893,3416.67,INR,2026-08-21,NEFT CR RAZORPAY KKBK2961709893
bnk_000000339,setl_000000339,ICICI7287517250,7323.96,INR,2026-08-29,NEFT CR RAZORPAY ICICI7287517250
bnk_000000340,setl_000000340,SBIN1102693781,11717.23,INR,2026-08-27,NEFT CR RAZORPAY SBIN1102693781
bnk_000000341,setl_000000341,SBIN8418332121,878.03,INR,2026-08-25,NEFT CR RAZORPAY SBIN8418332121
bnk_000000342,setl_000000342,ICICI8351491401,856.61,INR,2026-08-20,NEFT CR RAZORPAY ICICI8351491401
bnk_000000343,setl_000000343,HDFC3494390866,11716.97,INR,2026-08-27,NEFT CR RAZORPAY HDFC3494390866
bnk_000000344,setl_000000344,ICICI6311894154,1953.19,INR,2026-08-29,NEFT CR RAZORPAY ICICI6311894154
bnk_000000345,setl_000000345,AXIS2003352579,1951.99,INR,2026-08-29,NEFT CR RAZORPAY AXIS2003352579
bnk_000000346,setl_000000346,SBIN7296658772,4881.17,INR,2026-08-25,NEFT CR RAZORPAY SBIN7296658772
bnk_000000347,setl_000000347,SBIN1515024824,1221.35,INR,2026-08-21,NEFT CR RAZORPAY SBIN1515024824
bnk_000000348,setl_000000348,AXIS1637045876,1952.26,INR,2026-08-23,NEFT CR RAZORPAY AXIS1637045876
bnk_000000349,setl_000000349,ICICI2073108894,7323.13,INR,2026-08-29,NEFT CR RAZORPAY ICICI2073108894
bnk_000000350,setl_000000350,ICICI1561417687,4881.48,INR,2026-08-27,NEFT CR RAZORPAY ICICI1561417687
bnk_000000351,setl_000000351,AXIS1322067505,878.03,INR,2026-08-27,NEFT CR RAZORPAY AXIS1322067505
bnk_000000352,setl_000000352,AXIS1526252306,7323.06,INR,2026-08-19,NEFT CR RAZORPAY AXIS1526252306
bnk_000000353,setl_000000353,SBIN8229344434,1220.94,INR,2026-08-20,NEFT CR RAZORPAY SBIN8229344434
bnk_000000354,setl_000000354,ICICI9738752801,1952.62,INR,2026-08-21,NEFT CR RAZORPAY ICICI9738752801
bnk_000000355,setl_000000355,AXIS2645038111,4881.27,INR,2026-08-27,NEFT CR RAZORPAY AXIS2645038111
bnk_000000357,setl_000000357,AXIS3564595211,488.19,INR,2026-08-21,NEFT CR RAZORPAY AXIS3564595211
bnk_000000358,setl_000000358,KKBK5293274004,1220.62,INR,2026-08-20,NEFT CR RAZORPAY KKBK5293274004
bnk_000000359,setl_000000359,HDFC5070780669,4881.46,INR,2026-08-30,NEFT CR RAZORPAY HDFC5070780669
bnk_000000360,setl_000000360,AXIS9711080868,3417.13,INR,2026-08-26,NEFT CR RAZORPAY AXIS9711080868
bnk_000000361,setl_000000361,SBIN7623374739,1221.11,INR,2026-08-17,NEFT CR RAZORPAY SBIN7623374739
bnk_000000362,setl_000000362,HDFC7556046460,487.63,INR,2026-08-26,NEFT CR RAZORPAY HDFC7556046460
bnk_000000363,setl_000000363,ICICI2389803385,487.40,INR,2026-08-26,NEFT CR RAZORPAY ICICI2389803385
bnk_000000364,setl_000000364,AXIS5125568431,3417.30,INR,2026-08-27,NEFT CR RAZORPAY AXIS5125568431
bnk_000000365,setl_000000365,AXIS9369574998,7323.81,INR,2026-08-22,NEFT CR RAZORPAY AXIS9369574998
bnk_000000366,setl_000000366,KKBK4498054328,4881.40,INR,2026-08-28,NEFT CR RAZORPAY KKBK4498054328
bnk_000000367,setl_000000367,KKBK1139082827,3417.18,INR,2026-08-20,NEFT CR RAZORPAY KKBK1139082827
bnk_000000368,setl_000000368,ICICI1334176969,3216.81,INR,2026-08-19,NEFT CR RAZORPAY ICICI1334176969
bnk_000000369,setl_000000369,AXIS1900587144,878.21,INR,2026-08-21,NEFT CR RAZORPAY AXIS1900587144
bnk_000000370,setl_000000370,SBIN8441393731,1221.01,INR,2026-08-24,NEFT CR RAZORPAY SBIN8441393731
bnk_000000371,setl_000000371,SBIN1968870456,7323.09,INR,2026-08-29,NEFT CR RAZORPAY SBIN1968870456
bnk_000000372,setl_000000372,HDFC5613655595,1220.97,INR,2026-08-19,NEFT CR RAZORPAY HDFC5613655595
bnk_000000373,setl_000000373,KKBK9131344493,487.76,INR,2026-08-27,NEFT CR RAZORPAY KKBK9131344493
bnk_000000374,setl_000000374,HDFC2422040412,1952.33,INR,2026-08-28,NEFT CR RAZORPAY HDFC2422040412
bnk_000000375,setl_000000375,AXIS2020262123,487.71,INR,2026-08-26,NEFT CR RAZORPAY AXIS2020262123
bnk_000000376,setl_000000376,AXIS5311355060,878.14,INR,2026-08-30,NEFT CR RAZORPAY AXIS5311355060
bnk_000000377,setl_000000377,HDFC1888856289,1952.90,INR,2026-08-24,NEFT CR RAZORPAY HDFC1888856289
bnk_000000378,setl_000000378,AXIS9981364488,11717.28,INR,2026-08-19,NEFT CR RAZORPAY AXIS9981364488
bnk_000000379,setl_000000379,SBIN5486595528,7323.58,INR,2026-08-21,NEFT CR RAZORPAY SBIN5486595528
bnk_000000380,setl_000000380,ICICI3866755218,878.61,INR,2026-08-22,NEFT CR RAZORPAY ICICI3866755218
bnk_000000381,setl_000000381,SBIN4786674545,7323.37,INR,2026-08-18,NEFT CR RAZORPAY SBIN4786674545
bnk_000000382,setl_000000382,KKBK3664052763,878.72,INR,2026-08-24,NEFT CR RAZORPAY KKBK3664052763
bnk_000000383,setl_000000383,ICICI5478258887,878.63,INR,2026-08-23,NEFT CR RAZORPAY ICICI5478258887
bnk_000000384,setl_000000384,AXIS4467514661,878.26,INR,2026-08-25,NEFT CR RAZORPAY AXIS4467514661
bnk_000000385,setl_000000385,KKBK4751509023,11717.32,INR,2026-08-18,NEFT CR RAZORPAY KKBK4751509023
bnk_000000386,setl_000000386,KKBK5035765954,878.49,INR,2026-08-29,NEFT CR RAZORPAY KKBK5035765954
bnk_000000387,setl_000000387,AXIS9065491438,1953.28,INR,2026-08-27,NEFT CR RAZORPAY AXIS9065491438
bnk_000000388,setl_000000388,AXIS2730759996,4881.06,INR,2026-08-23,NEFT CR RAZORPAY AXIS2730759996
bnk_000000389,setl_000000389,SBIN9249923427,3416.44,INR,2026-08-22,NEFT CR RAZORPAY SBIN9249923427
bnk_000000390,setl_000000390,HDFC1979069637,1953.73,INR,2026-08-24,NEFT CR RAZORPAY HDFC1979069637
bnk_000000391,setl_000000391,HDFC6102144947,1952.33,INR,2026-08-28,NEFT CR RAZORPAY HDFC6102144947
bnk_000000392,setl_000000392,KKBK4399425369,878.16,INR,2026-08-28,NEFT CR RAZORPAY KKBK4399425369
bnk_000000393,setl_000000393,KKBK1124331395,1952.07,INR,2026-08-30,NEFT CR RAZORPAY KKBK1124331395
bnk_000000394,setl_000000394,AXIS4026379752,1953.26,INR,2026-08-30,NEFT CR RAZORPAY AXIS4026379752
bnk_000000395,setl_000000395,HDFC3925621610,1952.28,INR,2026-08-24,NEFT CR RAZORPAY HDFC3925621610
bnk_000000396,setl_000000396,SBIN6797174636,1191.31,INR,2026-08-28,NEFT CR RAZORPAY SBIN6797174636
bnk_000000397,setl_000000397,ICICI6182870116,4881.66,INR,2026-08-17,NEFT CR RAZORPAY ICICI6182870116
bnk_000000398,setl_000000398,ICICI1036351450,1553.55,INR,2026-08-29,NEFT CR RAZORPAY ICICI1036351450
bnk_000000399,setl_000000399,AXIS7266348777,1952.40,INR,2026-08-21,NEFT CR RAZORPAY AXIS7266348777
bnk_000000400,setl_000000400,HDFC7910817577,1953.65,INR,2026-08-18,NEFT CR RAZORPAY HDFC7910817577
bnk_000000402,setl_000000402,ICICI4864126433,4881.84,INR,2026-08-22,NEFT CR RAZORPAY ICICI4864126433
bnk_000000403,setl_000000403,AXIS7092693247,4881.94,INR,2026-08-17,NEFT CR RAZORPAY AXIS7092693247
bnk_000000404,setl_000000404,ICICI3397657114,1952.92,INR,2026-08-24,NEFT CR RAZORPAY ICICI3397657114
bnk_000000405,setl_000000405,KKBK1383539822,3416.69,INR,2026-08-28,NEFT CR RAZORPAY KKBK1383539822
bnk_000000406,setl_000000406,KKBK6557907251,878.37,INR,2026-08-17,NEFT CR RAZORPAY KKBK6557907251
bnk_000000407,setl_000000407,ICICI3149533961,4881.68,INR,2026-08-21,NEFT CR RAZORPAY ICICI3149533961
bnk_000000408,setl_000000408,ICICI6766723248,7323.18,INR,2026-08-22,NEFT CR RAZORPAY ICICI6766723248
bnk_000000409,setl_000000409,ICICI1249166485,7323.34,INR,2026-08-20,NEFT CR RAZORPAY ICICI1249166485
bnk_000000410,setl_000000410,HDFC7139268005,4881.62,INR,2026-08-23,NEFT CR RAZORPAY HDFC7139268005
bnk_000000411,setl_000000411,HDFC9126105576,11717.04,INR,2026-08-17,NEFT CR RAZORPAY HDFC9126105576
bnk_000000412,setl_000000412,AXIS2340426053,878.26,INR,2026-08-25,NEFT CR RAZORPAY AXIS2340426053
bnk_000000413,setl_000000413,HDFC6544063167,11717.54,INR,2026-08-25,NEFT CR RAZORPAY HDFC6544063167
bnk_000000414,setl_000000414,SBIN1809283659,4881.04,INR,2026-08-20,NEFT CR RAZORPAY SBIN1809283659
bnk_000000415,setl_000000415,HDFC1725783958,3417.31,INR,2026-08-27,NEFT CR RAZORPAY HDFC1725783958
bnk_000000416,setl_000000416,KKBK9798613995,488.04,INR,2026-08-18,NEFT CR RAZORPAY KKBK9798613995
bnk_000000417,setl_000000417,HDFC7085004726,4881.17,INR,2026-08-25,NEFT CR RAZORPAY HDFC7085004726
bnk_000000418,setl_000000418,HDFC6588252632,878.60,INR,2026-08-25,NEFT CR RAZORPAY HDFC6588252632
bnk_000000419,setl_000000419,HDFC3652992543,1952.94,INR,2026-08-29,NEFT CR RAZORPAY HDFC3652992543
bnk_000000420,setl_000000420,AXIS5179517389,3417.30,INR,2026-08-23,NEFT CR RAZORPAY AXIS5179517389
bnk_000000421,setl_000000421,ICICI7359403225,1951.82,INR,2026-08-17,NEFT CR RAZORPAY ICICI7359403225
bnk_000000422,setl_000000422,SBIN3197757742,878.09,INR,2026-08-27,NEFT CR RAZORPAY SBIN3197757742
bnk_000000423,setl_000000423,HDFC6542943838,3416.95,INR,2026-08-28,NEFT CR RAZORPAY HDFC6542943838
bnk_000000424,setl_000000424,ICICI6027311960,3416.97,INR,2026-08-26,NEFT CR RAZORPAY ICICI6027311960
bnk_000000425,setl_000000425,AXIS1785418196,4881.52,INR,2026-08-24,NEFT CR RAZORPAY AXIS1785418196
bnk_000000426,setl_000000426,SBIN8730507757,1220.64,INR,2026-08-19,NEFT CR RAZORPAY SBIN8730507757
bnk_000000427,setl_000000427,KKBK2881894932,4881.99,INR,2026-08-22,NEFT CR RAZORPAY KKBK2881894932
bnk_000000428,setl_000000428,SBIN7061419749,487.30,INR,2026-08-21,NEFT CR RAZORPAY SBIN7061419749
bnk_000000429,setl_000000429,KKBK3426709025,3417.07,INR,2026-08-25,NEFT CR RAZORPAY KKBK3426709025
bnk_000000430,setl_000000430,ICICI7364839489,4881.21,INR,2026-08-30,NEFT CR RAZORPAY ICICI7364839489
bnk_000000431,setl_000000431,ICICI1710404224,7323.40,INR,2026-08-20,NEFT CR RAZORPAY ICICI1710404224
bnk_000000432,setl_000000432,KKBK8057994126,4881.31,INR,2026-08-18,NEFT CR RAZORPAY KKBK8057994126
bnk_000000433,setl_000000433,SBIN7215110267,878.40,INR,2026-08-28,NEFT CR RAZORPAY SBIN7215110267
bnk_000000434,setl_000000434,HDFC8178927766,3416.87,INR,2026-08-30,NEFT CR RAZORPAY HDFC8178927766
bnk_000000435,setl_000000435,AXIS8117478955,7323.14,INR,2026-08-18,NEFT CR RAZORPAY AXIS8117478955
bnk_000000436,setl_000000436,AXIS1456650521,1221.12,INR,2026-08-19,NEFT CR RAZORPAY AXIS1456650521
bnk_000000437,setl_000000437,ICICI8955114245,1952.39,INR,2026-08-30,NEFT CR RAZORPAY ICICI8955114245
bnk_000000438,setl_000000438,SBIN9125023089,7323.82,INR,2026-08-26,NEFT CR RAZORPAY SBIN9125023089
bnk_000000439,setl_000000439,HDFC7808041613,11717.77,INR,2026-08-19,NEFT CR RAZORPAY HDFC7808041613
bnk_000000440,setl_000000440,KKBK9080510951,4881.77,INR,2026-08-28,NEFT CR RAZORPAY KKBK9080510951
bnk_000000441,setl_000000441,AXIS1572827654,4763.77,INR,2026-08-28,NEFT CR RAZORPAY AXIS1572827654
bnk_000000442,setl_000000442,KKBK3716924538,1952.07,INR,2026-08-26,NEFT CR RAZORPAY KKBK3716924538
bnk_000000443,setl_000000443,ICICI5115980792,11567.48,INR,2026-08-28,NEFT CR RAZORPAY ICICI5115980792
bnk_000000444,setl_000000444,KKBK8934097788,487.87,INR,2026-08-18,NEFT CR RAZORPAY KKBK8934097788
bnk_000000445,setl_000000445,HDFC6153541642,1220.85,INR,2026-08-27,NEFT CR RAZORPAY HDFC6153541642
bnk_000000446,setl_000000446,AXIS3324316421,3416.98,INR,2026-08-18,NEFT CR RAZORPAY AXIS3324316421
bnk_000000447,setl_000000447,KKBK2670255496,11717.67,INR,2026-08-21,NEFT CR RAZORPAY KKBK2670255496
bnk_000000448,setl_000000448,AXIS1231078662,1953.05,INR,2026-08-26,NEFT CR RAZORPAY AXIS1231078662
bnk_000000449,setl_000000449,AXIS3591527330,1802.18,INR,2026-08-24,NEFT CR RAZORPAY AXIS3591527330
bnk_000000450,setl_000000450,KKBK5807588013,475.96,INR,2026-08-21,NEFT CR RAZORPAY KKBK5807588013
bnk_000000451,setl_000000451,AXIS5319212967,7323.88,INR,2026-08-19,NEFT CR RAZORPAY AXIS5319212967
bnk_000000452,setl_000000452,KKBK6588417397,11717.24,INR,2026-08-18,NEFT CR RAZORPAY KKBK6588417397
bnk_000000453,setl_000000453,KKBK3169561289,4763.71,INR,2026-08-25,NEFT CR RAZORPAY KKBK3169561289
bnk_000000454,setl_000000454,ICICI8143967196,3416.87,INR,2026-08-21,NEFT CR RAZORPAY ICICI8143967196
bnk_000000455,setl_000000455,HDFC6781057298,1952.62,INR,2026-08-26,NEFT CR RAZORPAY HDFC6781057298
bnk_000000456,setl_000000456,AXIS5781905054,1953.48,INR,2026-08-28,NEFT CR RAZORPAY AXIS5781905054
bnk_000000457,setl_000000457,KKBK7208619610,487.58,INR,2026-08-27,NEFT CR RAZORPAY KKBK7208619610
bnk_000000458,setl_000000458,ICICI3290101581,678.03,INR,2026-08-27,NEFT CR RAZORPAY ICICI3290101581
bnk_000000459,setl_000000459,ICICI8624454880,878.71,INR,2026-08-27,NEFT CR RAZORPAY ICICI8624454880
